company_name,exchange,year,text_excerpt,label,original_filename
NYSE,BXP,2023,"Scope 1 and Scope 2 greenhouse Net Zero Carbon
gas emissions intensity1,2 Emissions by 2025
reduce energy use intensity3 32% by 2025
reduce science-based Scope 1 and Scope 2
greenhouse gas emissions intensity1,4 39% by 2024
reduce water use intensity3 30% by 2025
increase waste diversion rate3 60% by 2025
(1) Market-based emissions intensity.
(2) Represents Scope 1 and Scope 2 emissions from BXP operations.
(3) Reduction since 2008 on an intensity basis.
(4) Represents Scope 1, Scope 2, and Scope 3 (Category 13) emissions from
whole-building energy consumption.
BXP continues to be recognized as an industry leader in
Sustainability. Our recent accomplishments include:
• r anked among the top real estate companies in the GRESB
assessment, earning a 12th consecutive “Green Star” recogni-
tion and the highest 5-Star rating,
• n amed to the Dow Jones Sustainability Index (DJSI) North
America for the second consecutive year, one of eight real estate
companies that qualified and the only offi",1,NYSE_BXP_2023
NYSE,BXP,2023,"Scope 1 and Scope 2 greenhouse Net Zero Carbon
gas emissions intensity1,2 Emissions by 2025
reduce energy use intensity3 32% by 2025
reduce science-based Scope 1 and Scope 2
greenhouse gas emissions intensity1,4 39% by 2024
reduce water use intensity3 30% by 2025
increase waste diversion rate3 60% by 2025
(1) Market-based emissions intensity.
(2) Represents Scope 1 and Scope 2 emissions from BXP operations.
(3) Reduction since 2008 on an intensity basis.
(4) Represents Scope 1, Scope 2, and Scope 3 (Category 13) emissions from
whole-building energy consumption.
BXP continues to be recognized as an industry leader in
Sustainability. Our recent accomplishments include:
• r anked among the top real estate companies in the GRESB
assessment, earning a 12th consecutive “Green Star” recogni-
tion and the highest 5-Star rating,
• n amed to the Dow Jones Sustainability Index (DJSI) North
America for the second consecutive year, one of eight real estate
companies that qualified and the only offi",1,NYSE_BXP_2023
NASDAQ,UMPQ,2020,"scope and duration of the
pandemic, its influence on the economy and financial markets, the effectiveness of our work from home arrangements and staffing levels in operational
facilities, challenges associated with our return to office plans such as maintaining a safe office environment and integrating at-home and in-office staff,
the impact of market participants on which we rely and actions taken by governmental authorities and other third parties in response to the pandemic
and the impact of",0,NASDAQ_UMPQ_2020
NYSE,O,2021,"sustainability (more information
about our ESG initiatives can be found in our 2021 Sustainability Report). It is important to note that
the net lease business model is inherently scalable, and we are pleased to report that we again
delivered industry leading adjusted EBITDAre3 and G&A margins of approximately
93.6% and 4.9%, respectively, in 2021.
Throughout 2021, we continued to have excellent access to well-priced
capital. During the year we raised approximately $4.5 billion of equity
capital",0,NYSE_O_2021
NYSE,BXP,2023,"Scope 1 and Scope 2 greenhouse Net Zero Carbon
gas emissions intensity1,2 Emissions by 2025
reduce energy use intensity3 32% by 2025
reduce science-based Scope 1 and Scope 2
greenhouse gas emissions intensity1,4 39% by 2024
reduce water use intensity3 30% by 2025
increase waste diversion rate3 60% by 2025
(1) Market-based emissions intensity.
(2) Represents Scope 1 and Scope 2 emissions from BXP operations.
(3) Reduction since 2008 on an intensity basis.
(4) Represents Scope 1, Scope 2, and Scope 3 (Category 13) emissions from
whole-building energy consumption.
BXP continues to be recognized as an industry leader in
Sustainability. Our recent accomplishments include:
• r anked among the top real estate companies in the GRESB
assessment, earning a 12th consecutive “Green Star” recogni-
tion and the highest 5-Star rating,
• n amed to the Dow Jones Sustainability Index (DJSI) North
America for the second consecutive year, one of eight real estate
companies that qualified and the only offi",1,NYSE_BXP_2023
NASDAQ,PZZA,2020,"scope
of non-competition provisions and the ability of a franchisor to terminate or refuse to renew a franchise. Some foreign
countries also have disclosure requirements and other laws regulating franchising and the franchisor-franchisee
relationship. National, state and local government regulations or initiatives, including health care legislation, “living
wage,” or other current or proposed regulations, and increases in minimum wage rates affect Papa John’s as well as others
within the restaur",0,NASDAQ_PZZA_2020
NASDAQ,TLF,2021,"Environmental Laws
Our compliance with federal, state and local environmental protection laws has not had, and is not expected to have, a material effect on our capital expenditures, earnings, or
competitive position.
7
Table of Contents
Employees
As of December 31, 2021, we employed 593 people, 492 of whom were employed on a full-time basis. We are not a party to any collective bargaining agreements. Overall, we
believe that relations with employees are good.
Intellectual Property
The Company owns all of the material trademark rights used in connection with the production, marketing, distribution and sale of all Tandy-branded products. In addition, we
license a limited number of our trademarks and copyrights used in connection with the production, marketing and distribution of certain categories of goods and limited edition co-
branded projects. Major trademarks include federal trade name registrations for ""Tandy Leather Factory,” ""Tandy Leather Company,” and ""Tandy.” The Company is n",0,NASDAQ_TLF_2021
NASDAQ,PZZA,2022,"scope of non-competition provisions
and the ability of a franchisor to terminate or refuse to renew a franchise. Some foreign
8
Table of Contents
countries also have disclosure requirements and other laws regulating franchising and the franchisor-franchisee relationship. National, state and local
government regulations or initiatives, including health care legislation, “living wage,” or other current or proposed regulations, and increases in minimum
wage rates affect Papa John’s as well as other",0,NASDAQ_PZZA_2022
NYSE,HRL,2022,"scope for future acquisitions, in the growing snacking space. Operating results for this acquisition have been included in the
Company's Consolidated Statements of Operations from the date of acquisition and are reflected in the Grocery Products,
Refrigerated Foods, and International & Other segments. The acquisition contributed $1.0 billion and $410.8 million of net sales
during fiscal 2022 and fiscal 2021, respectively. As the acquisition has been integrated within the Company's existing opera",0,NYSE_HRL_2022
NYSE,MPC,2023,"Scope 1 and 2 GHG Emissions Absolute Scope 3 - Category 11 Methane Emissions Intensity(1)(2) Freshwater Withdrawal Intensity(1)(3)
Intensity(1)(2) (tonnes COe/ GHG Emissions(1)(2) (tonnes COe) (methane-scf/natural gas input-scf) (megaliters/million boe input)
2 2
thousand boe input) 2030 Goal Progress 2030 Goal 2025 Goal 2030 Goal Progress
2030 Goal Progress Progress
30% reduction of Scope 1 and 2 GHG 15% reduction of Scope 3 - Category Reduce MPLX G&P methane 20% reduction of freshwater
emissions intensity by 2030 from 11 GHG emissions by 2030 from 2019 emissions intensity 50% by 2025 and withdrawal intensity by 2030 from
2014 levels levels 75% by 2030 from 2016 levels 2016 levels
(1) Additional information regarding our targets, including calculation methodologies, can be found in our
2023 Perspectives on Climate-Related Scenarios report, available at www.marathonpetroleum.com/sustainability.
(2) 2023 estimated values are preliminary and subject to change.
(3) Progress shown through ",1,NYSE_MPC_2023
NASDAQ,USNA,2022,"sustainability efforts by
giving back and improving society through the ESG
efforts of employees, customers, and the USANA Our ESG strategy centers on three main pillars—products,
Foundation. people, and planet—that encompass where we are
Fiscal 2022 presented a challenging operating focusing our sustainability efforts now and in the future.
environment for both USANA and our industry. In 2023, our initiatives include increasing education and
The continuing COVID-19 pandemic and inflationary awa",0,NASDAQ_USNA_2022
NYSE,PK,2020,"scope, severity and duration of the pandemic, the actions taken to contain the pandemic or mitigate its effect, the efficacy,
availability and deployment of vaccinations and other treatments to combat COVID-19, additional closures that may be mandated or
advisable even after the reopening of certain of our hotels on a limited basis, whether due to an increased number of COVID-19 cases or
otherwise, and the direct and indirect economic effects of the pandemic and containment measures, among other",0,NYSE_PK_2020
NYSE,BAC,2022,"Scope 1 and Scope 2 emissions. Data Summary (2021) available at www.bankofamerica.com/
Estimate and report material upstream and downstream (GHG ESGData2021.
Protocol Scope 3) emissions where appropriate.
• Scope 1 Direct: 57,076
• Location-based Scope 2 Indirect: 601,906
• Market-Based Scope 2 Indirect: 13,886
• Total net Scope 1 and Market-Based Scope 2: 0
• Scope 3 Purchased Goods and Services: 1,436,100
• Scope 3 Capital Goods: 46,183
• Scope 3 Fuel- and Energy-Related Activities: 141,748
•",1,NYSE_BAC_2022
NYSE,BCE,2023,"scope 3 emissions have been restated
information relating to specific disclosure standards is presented. In
following a change in the calculation methodology. The previous
addition, we have provided indices (GRI, SASB, UNGC, SDG and World
database used for GHG emissions calculations from expenditures has
Economic Forum) detailing how we respond to each standard, which
been replaced by the factors in the U.S. CPE – US Environmentally-
are available in our ESG data summary. Some metrics disclosed",1,NYSE_BCE_2023
NYSE,DE,2022,"Scope 1 & 2)
–Increase crop protection sustainable material – 30% of upstream and downstream
efficiency 20%† –Grow 50% in remanufacturing revenue CO2e emissions (Scope 3)
–Reduce 15% of customer – 15% of waste intensity
CO2e emissions† Safety by 2026 – 10% freshwater consumption
–Improve Total Recordable Incident intensity at water-stressed
Rate 20% manufacturing locations
* Engaged acres is one of the foundational measures of customers’ ** Highly Engaged Acres include documentation of multiple",0,NYSE_DE_2022
NYSE,MPC,2023,"Scope 1 and 2 GHG Emissions Absolute Scope 3 - Category 11 Methane Emissions Intensity(1)(2) Freshwater Withdrawal Intensity(1)(3)
Intensity(1)(2) (tonnes COe/ GHG Emissions(1)(2) (tonnes COe) (methane-scf/natural gas input-scf) (megaliters/million boe input)
2 2
thousand boe input) 2030 Goal Progress 2030 Goal 2025 Goal 2030 Goal Progress
2030 Goal Progress Progress
30% reduction of Scope 1 and 2 GHG 15% reduction of Scope 3 - Category Reduce MPLX G&P methane 20% reduction of freshwater
emissions intensity by 2030 from 11 GHG emissions by 2030 from 2019 emissions intensity 50% by 2025 and withdrawal intensity by 2030 from
2014 levels levels 75% by 2030 from 2016 levels 2016 levels
(1) Additional information regarding our targets, including calculation methodologies, can be found in our
2023 Perspectives on Climate-Related Scenarios report, available at www.marathonpetroleum.com/sustainability.
(2) 2023 estimated values are preliminary and subject to change.
(3) Progress shown through ",1,NYSE_MPC_2023
NYSE,HLF,2023,"scopeofourexisting
employeenetworkstofostercommunityandbelonging.Additionally,wehavesetdiversitygoalsandtargetsforwomeninleadership
rolesgloballyandforracialandethnicminoritiesinleadershiprolesintheU.S.
TalentAcquisitionandDevelopment
Weseektoattractandretaintoptalentbyutilizingaglobalrecruitmentstrategy,toolsandprocesses.Globally,wefosterinclusive
hiringpracticestopromoteadiverseworkforce.
Investmentinouremployees'professionalgrowthanddevelopmentisimportantandhelpsestablishastrongfoundationforl",0,NYSE_HLF_2023
NYSE,ALSN,2022,"scope of the licensed patents or to which the
licensed technology can be applied. GM continues to own such patents and technology, and GM has the right, in
the first instance, to control the maintenance, enforcement and defense of such patents and the prosecution of the
licensed patent applications. In addition, our ability to sublicense our rights is limited.
We rely on unpatented technology, which exposes us to certain risks.
We currently do, and may continue in the future to, rely on unpatent",0,NYSE_ALSN_2022
NASDAQ,ARCB,2023,"Scope 1 and
• Participated in the Supplier Leadership
Scope 2 emissions reporting and arenow
on Climate Transition (SLoCT) course
able to report alternative fuels
focused on Scope 3 emissions
separately from petroleum-based diesel
measuring and reporting
• Recognized as an Inbound Logistics
• Partnered with Food Loops at multiple
G75 Supply Chain Partner for the 12th
campus events, resulting in 1,261 lbs. of
year, recognizing the top 75 companies
waste diverted from the landfill through
that are dedicated to developing and
recycling and composting
implementing best practices that leave a
positive footprint on the world Some of the Corporate Social Responsibility
(CSR) progress we made in 2023 includes:
• Completed City-Route Optimization
rollout to all ABF service centers, • Named to America’s Most Responsible
reducing extra miles and emissions Companies 2024 by Newsweek,
powered by Statista
• Continued piloting electric vehicles in
our ABF Freight operations, adding a • Committed $1 m",1,NASDAQ_ARCB_2023
NASDAQ,INTC,2023,"scope and scale enable us to
meet the growing long-term global demand for semiconductors, aligned with provide our customers with a broad range of leading-edge products and
our IDM 2.0 strategy. foundry capabilities.
Human
Our talented employees enable the development of solutions and enhance
Build a diverse, inclusive, and safe work environment to attract, develop, and
the intellectual and manufacturing capital critical to helping our customers
retain top talent needed to build transformative p",0,NASDAQ_INTC_2023
NYSE,MPC,2023,"Scope 1 and 2 GHG Emissions Absolute Scope 3 - Category 11 Methane Emissions Intensity(1)(2) Freshwater Withdrawal Intensity(1)(3)
Intensity(1)(2) (tonnes COe/ GHG Emissions(1)(2) (tonnes COe) (methane-scf/natural gas input-scf) (megaliters/million boe input)
2 2
thousand boe input) 2030 Goal Progress 2030 Goal 2025 Goal 2030 Goal Progress
2030 Goal Progress Progress
30% reduction of Scope 1 and 2 GHG 15% reduction of Scope 3 - Category Reduce MPLX G&P methane 20% reduction of freshwater
emissions intensity by 2030 from 11 GHG emissions by 2030 from 2019 emissions intensity 50% by 2025 and withdrawal intensity by 2030 from
2014 levels levels 75% by 2030 from 2016 levels 2016 levels
(1) Additional information regarding our targets, including calculation methodologies, can be found in our
2023 Perspectives on Climate-Related Scenarios report, available at www.marathonpetroleum.com/sustainability.
(2) 2023 estimated values are preliminary and subject to change.
(3) Progress shown through ",1,NYSE_MPC_2023
NYSE,BAC,2023,"Scope 1 and Scope 2 emissions. Summary (2022) available at www.bankofamerica.com/ESGData2022.
Estimate and report material upstream and downstream (GHG See page 76 for Cautionary Information and Forward-Looking
Protocol Scope 3) emissions where appropriate. Statements regarding Stakeholder Capitalism Metrics.
• Scope 1 Direct: 66,775
• Location-based Scope 2 Indirect: 634,510
• Market-Based Scope 2 Indirect: 17,794
• Total net Scope 1 and Market-Based Scope 2: 0
• Scope 3 Purchased Goods and Ser",1,NYSE_BAC_2023
NYSE,HRL,2020,"sustainability of product sources and animal welfare could lead to, among other things, reduced demand for the Company’s
brands and products. The Company may be unable to compete successfully on any or all of these factors in the future.
LEGAL AND REGULATORY RISKS
The Company’s operations are subject to the general risks of litigation. The Company is involved on an ongoing basis in
litigation arising in the ordinary course of business. Trends in litigation may include class actions involving emp",0,NYSE_HRL_2020
NASDAQ,ARCB,2023,"Scope 1 and
• Participated in the Supplier Leadership
Scope 2 emissions reporting and arenow
on Climate Transition (SLoCT) course
able to report alternative fuels
focused on Scope 3 emissions
separately from petroleum-based diesel
measuring and reporting
• Recognized as an Inbound Logistics
• Partnered with Food Loops at multiple
G75 Supply Chain Partner for the 12th
campus events, resulting in 1,261 lbs. of
year, recognizing the top 75 companies
waste diverted from the landfill through
that are dedicated to developing and
recycling and composting
implementing best practices that leave a
positive footprint on the world Some of the Corporate Social Responsibility
(CSR) progress we made in 2023 includes:
• Completed City-Route Optimization
rollout to all ABF service centers, • Named to America’s Most Responsible
reducing extra miles and emissions Companies 2024 by Newsweek,
powered by Statista
• Continued piloting electric vehicles in
our ABF Freight operations, adding a • Committed $1 m",1,NASDAQ_ARCB_2023
NYSE,PG,2022,"scope of our business, we must rely on
concentration among our retail customers could create
relationships with third parties, including our suppliers,
significant cost and margin pressure on our business, and our contract manufacturers, distributors, contractors, commercial
business performance could suffer if we cannot reach banks, joint venture partners and external business partners,
agreement with a key customer on trade terms and for certain functions. If we are unable to effectively manag",0,NYSE_PG_2022
NYSE,CDE,2021,"scope of activities at the Palmarejo complex, Rochester, Kensington and
Wharf mines, and the Silvertip development property, and have received all permits necessary for the exploration activities
currently being conducted at our other properties. We are in the process of amending existing permits at our Palmarejo
complex, Wharf mine, Kensington mine, and the Crown and Sterling projects to support future planned activities. If we pursue
an expansion at Silvertip, it will require new or amended pe",0,NYSE_CDE_2021
NYSE,MPC,2023,"Scope 1 and 2 GHG Emissions Absolute Scope 3 - Category 11 Methane Emissions Intensity(1)(2) Freshwater Withdrawal Intensity(1)(3)
Intensity(1)(2) (tonnes COe/ GHG Emissions(1)(2) (tonnes COe) (methane-scf/natural gas input-scf) (megaliters/million boe input)
2 2
thousand boe input) 2030 Goal Progress 2030 Goal 2025 Goal 2030 Goal Progress
2030 Goal Progress Progress
30% reduction of Scope 1 and 2 GHG 15% reduction of Scope 3 - Category Reduce MPLX G&P methane 20% reduction of freshwater
emissions intensity by 2030 from 11 GHG emissions by 2030 from 2019 emissions intensity 50% by 2025 and withdrawal intensity by 2030 from
2014 levels levels 75% by 2030 from 2016 levels 2016 levels
(1) Additional information regarding our targets, including calculation methodologies, can be found in our
2023 Perspectives on Climate-Related Scenarios report, available at www.marathonpetroleum.com/sustainability.
(2) 2023 estimated values are preliminary and subject to change.
(3) Progress shown through ",1,NYSE_MPC_2023
NYSE,BXP,2023,"Scope 1 and Scope 2 greenhouse Net Zero Carbon
gas emissions intensity1,2 Emissions by 2025
reduce energy use intensity3 32% by 2025
reduce science-based Scope 1 and Scope 2
greenhouse gas emissions intensity1,4 39% by 2024
reduce water use intensity3 30% by 2025
increase waste diversion rate3 60% by 2025
(1) Market-based emissions intensity.
(2) Represents Scope 1 and Scope 2 emissions from BXP operations.
(3) Reduction since 2008 on an intensity basis.
(4) Represents Scope 1, Scope 2, and Scope 3 (Category 13) emissions from
whole-building energy consumption.
BXP continues to be recognized as an industry leader in
Sustainability. Our recent accomplishments include:
• r anked among the top real estate companies in the GRESB
assessment, earning a 12th consecutive “Green Star” recogni-
tion and the highest 5-Star rating,
• n amed to the Dow Jones Sustainability Index (DJSI) North
America for the second consecutive year, one of eight real estate
companies that qualified and the only offi",1,NYSE_BXP_2023
NYSE,KIM,2021,"scope of the pandemic, governmental, business and individual actions that have been and continue to be taken in response to
the pandemic, the distribution and effectiveness of vaccines, impacts on economic activity from the pandemic and actions
taken in response, the effects of the pandemic on the Company’s tenants and their businesses, the ability of tenants to make
their rental payments, additional closures of tenants’ businesses and impacts of opening and reclosing of communities in
response",0,NYSE_KIM_2021
NYSE,MPC,2023,"Scope 1 and 2 GHG Emissions Absolute Scope 3 - Category 11 Methane Emissions Intensity(1)(2) Freshwater Withdrawal Intensity(1)(3)
Intensity(1)(2) (tonnes COe/ GHG Emissions(1)(2) (tonnes COe) (methane-scf/natural gas input-scf) (megaliters/million boe input)
2 2
thousand boe input) 2030 Goal Progress 2030 Goal 2025 Goal 2030 Goal Progress
2030 Goal Progress Progress
30% reduction of Scope 1 and 2 GHG 15% reduction of Scope 3 - Category Reduce MPLX G&P methane 20% reduction of freshwater
emissions intensity by 2030 from 11 GHG emissions by 2030 from 2019 emissions intensity 50% by 2025 and withdrawal intensity by 2030 from
2014 levels levels 75% by 2030 from 2016 levels 2016 levels
(1) Additional information regarding our targets, including calculation methodologies, can be found in our
2023 Perspectives on Climate-Related Scenarios report, available at www.marathonpetroleum.com/sustainability.
(2) 2023 estimated values are preliminary and subject to change.
(3) Progress shown through ",1,NYSE_MPC_2023
NASDAQ,CAR,2023,"scope and complexity of our operations could require significant attention from
management and could impose constraints on our operations or other projects;
• unforeseen expenses, delays or conditions, including required regulatory or other third-party approvals or
consents, or provisions in contracts with third parties that could limit our flexibility to take certain actions;
• an inability to retain the customers, employees, suppliers and/or marketing partners of an acquired
business, partners",0,NASDAQ_CAR_2023
NYSE,BCE,2023,"scope 3 emissions have been restated
information relating to specific disclosure standards is presented. In
following a change in the calculation methodology. The previous
addition, we have provided indices (GRI, SASB, UNGC, SDG and World
database used for GHG emissions calculations from expenditures has
Economic Forum) detailing how we respond to each standard, which
been replaced by the factors in the U.S. CPE – US Environmentally-
are available in our ESG data summary. Some metrics disclosed",1,NYSE_BCE_2023
NYSE,BXP,2023,"Scope 1 and Scope 2 greenhouse Net Zero Carbon
gas emissions intensity1,2 Emissions by 2025
reduce energy use intensity3 32% by 2025
reduce science-based Scope 1 and Scope 2
greenhouse gas emissions intensity1,4 39% by 2024
reduce water use intensity3 30% by 2025
increase waste diversion rate3 60% by 2025
(1) Market-based emissions intensity.
(2) Represents Scope 1 and Scope 2 emissions from BXP operations.
(3) Reduction since 2008 on an intensity basis.
(4) Represents Scope 1, Scope 2, and Scope 3 (Category 13) emissions from
whole-building energy consumption.
BXP continues to be recognized as an industry leader in
Sustainability. Our recent accomplishments include:
• r anked among the top real estate companies in the GRESB
assessment, earning a 12th consecutive “Green Star” recogni-
tion and the highest 5-Star rating,
• n amed to the Dow Jones Sustainability Index (DJSI) North
America for the second consecutive year, one of eight real estate
companies that qualified and the only offi",1,NYSE_BXP_2023
NYSE,BCE,2023,"scope 3 emissions have been restated
information relating to specific disclosure standards is presented. In
following a change in the calculation methodology. The previous
addition, we have provided indices (GRI, SASB, UNGC, SDG and World
database used for GHG emissions calculations from expenditures has
Economic Forum) detailing how we respond to each standard, which
been replaced by the factors in the U.S. CPE – US Environmentally-
are available in our ESG data summary. Some metrics disclosed",1,NYSE_BCE_2023
NASDAQ,TXRH,2021,"scope and frequency of which
are based on comprehensive risk assessments which have been approved by the audit committee. Additionally, a risk
committee team comprised of Company management regularly updates the audit committee on the results of its risk
management activities, which are based on the Company’s prioritized risk overview that is updated at least annually and
reviewed with the audit committee. The audit committee is routinely advised of strategic, operational, financial, legal,
cybe",0,NASDAQ_TXRH_2021
NYSE,LSI,2020,"scope of ASU 2014-09 and instead are accounted following the guidance under ASU 2016-20.
Rental income is recognized when earned pursuant to the terms of month-to-month leases for storage space. Promotional discounts are
recognized as a reduction to rental income over the promotional period, which is generally during the first month of occupancy. Rental income
received prior to the start of the rental period is included in deferred revenue.
Management fee income, which relates to managing self-s",0,NYSE_LSI_2020
NYSE,ELME,2021,"emissions will
Diversity, Equity, Inclusion, and Belonging Initiatives be fully integrated into our strategic decisions across
As a multifamily company dedicated to elevating the functions throughout our portfolio transformation
standard for value living and supporting the overall and beyond. We are taking a deliberate and rigorous
wellbeing of our residents and employees, our goal of process to set our interim reduction targets and
fostering diverse, equitable, and inclusive workplaces identify",0,NYSE_ELME_2021
NYSE,JNJ,2022,"scopeofthestay,issuingaPreliminaryInjunction
(PI)prohibitingandenjoiningthecommencementandprosecutionoftalc-relatedclaimsagainstLTL,OldJJCI,NewJJCI,
theCompany,otheroftheircorporateaffiliates,identifiedretailers,insurancecompanies,andcertainotherparties(the
ProtectedParties).TheLTLBankruptcyCasewastransferredtotheUnitedStatesBankruptcyCourtfortheDistrictof
NewJerseyinNovember2021,andthatcourtextendedthePIthroughtheendofFebruary2022.Claimantsfiledmotions
todismisstheLTLBankruptcyCaseand,followingamultipledayhearing,theNewJerseyBankruptcyCourtdeniedthose
motionsbyorderissuedinMarch2022.TheNewJerseyBankruptcyCourtsimultaneouslyissuedanotherorderextending
thestayastotheProtectedParties.Theclaimantssubsequentlyfilednoticesofappealastothedenialofthemotionsto
dismissandtheextensionofthestay.InMay2022,theThirdCircuitCourtofAppealsgrantedthepetitionstoappeal.The
briefingandoralargumentontheappealwerecompletedinSeptember2022.OnJanuary30,2023,theThirdCircuit
reversedtheBankruptcyCourt’srulingandr",0,NYSE_JNJ_2022
NASDAQ,SPLK,2021,"scope of topics covered in Board meetings and
improvements in Board process.
24 Splunk 2021 Proxy Statement
STNEMEVORPMI
• These improvements include changes relating to the preparation and distribution of Board materials,
adjustments to the timing and location of Board and committee meetings, a directors’ education day, an annual
in-depth review of the Company’s overall strategy with our management team and a more fluid discussion of
anticipated future director skills.
• The Board and managemen",0,NASDAQ_SPLK_2021
NYSE,RGR,2023,"scope of the National Firearms Act is expanded to regulate firearms currently regulated by the
Gun Control Act, it could make acquisition of commonly owned and used firearms more expensive
and complicated for consumers, which could have a material adverse impact on demand for
Company products. Several states currently have laws in effect similar to the aforementioned
legislation.
In 2005, Congress enacted the Protection of Lawful Commerce in Arms Act (“PLCAA”). The
PLCAA was enacted to address a",0,NYSE_RGR_2023
NYSE,TMO,2021,"scope to support the
development of increasingly smaller and more
complex semiconductors. In our bioproduction
business, we expanded our line of Thermo
$20.92 Scientific HyPerforma DynaDrive Single-Use
Bioreactors to support efficient single-use
bioprocessing, from pilot scale all the way to
commercial production. And in genetic sciences,
we introduced our new Applied Biosystems
QuantStudio 7 Pro DX Real-Time PCR system,
which enables clinical testing laboratories to
advance molecular diagnostic",0,NYSE_TMO_2021
NYSE,BAC,2023,"Scope 1 and Scope 2 emissions. Summary (2022) available at www.bankofamerica.com/ESGData2022.
Estimate and report material upstream and downstream (GHG See page 76 for Cautionary Information and Forward-Looking
Protocol Scope 3) emissions where appropriate. Statements regarding Stakeholder Capitalism Metrics.
• Scope 1 Direct: 66,775
• Location-based Scope 2 Indirect: 634,510
• Market-Based Scope 2 Indirect: 17,794
• Total net Scope 1 and Market-Based Scope 2: 0
• Scope 3 Purchased Goods and Ser",1,NYSE_BAC_2023
NYSE,SM,2023,"Scope 1 and 2
GHG emissions intensity by 50 percent by 2030, compared with base year 2019 levels, and we have an annual goal to limit our
methane emissions intensity to 0.04 (metric tonnes CH4/MBOE).
Scientists have predicted that increasing concentrations of GHGs in the earth’s atmosphere may produce climate changes that
have significant physical effects, such as increased frequency and severity of storms, droughts, and floods and other climatic events. If
such effects were to occur, our operat",0,NYSE_SM_2023
NASDAQ,ARCB,2023,"Scope 1 and
• Participated in the Supplier Leadership
Scope 2 emissions reporting and arenow
on Climate Transition (SLoCT) course
able to report alternative fuels
focused on Scope 3 emissions
separately from petroleum-based diesel
measuring and reporting
• Recognized as an Inbound Logistics
• Partnered with Food Loops at multiple
G75 Supply Chain Partner for the 12th
campus events, resulting in 1,261 lbs. of
year, recognizing the top 75 companies
waste diverted from the landfill through
that are dedicated to developing and
recycling and composting
implementing best practices that leave a
positive footprint on the world Some of the Corporate Social Responsibility
(CSR) progress we made in 2023 includes:
• Completed City-Route Optimization
rollout to all ABF service centers, • Named to America’s Most Responsible
reducing extra miles and emissions Companies 2024 by Newsweek,
powered by Statista
• Continued piloting electric vehicles in
our ABF Freight operations, adding a • Committed $1 m",1,NASDAQ_ARCB_2023
NYSE,BAC,2023,"Scope 1 and Scope 2 emissions. Summary (2022) available at www.bankofamerica.com/ESGData2022.
Estimate and report material upstream and downstream (GHG See page 76 for Cautionary Information and Forward-Looking
Protocol Scope 3) emissions where appropriate. Statements regarding Stakeholder Capitalism Metrics.
• Scope 1 Direct: 66,775
• Location-based Scope 2 Indirect: 634,510
• Market-Based Scope 2 Indirect: 17,794
• Total net Scope 1 and Market-Based Scope 2: 0
• Scope 3 Purchased Goods and Ser",1,NYSE_BAC_2023
NASDAQ,HBIO,2023,"scope of coverage,
strategic value, and cost.
Patents provide some degree of protection for our intellectual property. However, the assertion of patent protection involves complex legal and
factual determinations and is therefore uncertain. The scope of any of our issued patents may not be sufficiently broad to offer meaningful protection. In
addition, our issued patents or patents licensed to us may be successfully challenged, invalidated, circumvented or unenforceable so that our patent rights",0,NASDAQ_HBIO_2023
NYSE,BCE,2023,"scope 3 emissions have been restated
information relating to specific disclosure standards is presented. In
following a change in the calculation methodology. The previous
addition, we have provided indices (GRI, SASB, UNGC, SDG and World
database used for GHG emissions calculations from expenditures has
Economic Forum) detailing how we respond to each standard, which
been replaced by the factors in the U.S. CPE – US Environmentally-
are available in our ESG data summary. Some metrics disclosed",1,NYSE_BCE_2023
NYSE,DAR,2023,"scope and depth of
our product portfolio and geographic footprint. While we compete with a number of well capitalized companies across our
business, such as Cargill, Inc., Tyson Foods, Inc. and JBS & Company in the U.S. products business, and others in the global
collagen, bone products,and blood products business, we do not have asinglecompetitorthatwecompete with acrossall of our
products or geographies.
SEASONALITYAND SEVERE WEATHER
Although theamount of rawmaterials made availabletousineach",0,NYSE_DAR_2023
NYSE,BAC,2022,"Scope 1 and Scope 2 emissions. Data Summary (2021) available at www.bankofamerica.com/
Estimate and report material upstream and downstream (GHG ESGData2021.
Protocol Scope 3) emissions where appropriate.
• Scope 1 Direct: 57,076
• Location-based Scope 2 Indirect: 601,906
• Market-Based Scope 2 Indirect: 13,886
• Total net Scope 1 and Market-Based Scope 2: 0
• Scope 3 Purchased Goods and Services: 1,436,100
• Scope 3 Capital Goods: 46,183
• Scope 3 Fuel- and Energy-Related Activities: 141,748
•",1,NYSE_BAC_2022
NASDAQ,ARCB,2023,"Scope 1 and
• Participated in the Supplier Leadership
Scope 2 emissions reporting and arenow
on Climate Transition (SLoCT) course
able to report alternative fuels
focused on Scope 3 emissions
separately from petroleum-based diesel
measuring and reporting
• Recognized as an Inbound Logistics
• Partnered with Food Loops at multiple
G75 Supply Chain Partner for the 12th
campus events, resulting in 1,261 lbs. of
year, recognizing the top 75 companies
waste diverted from the landfill through
that are dedicated to developing and
recycling and composting
implementing best practices that leave a
positive footprint on the world Some of the Corporate Social Responsibility
(CSR) progress we made in 2023 includes:
• Completed City-Route Optimization
rollout to all ABF service centers, • Named to America’s Most Responsible
reducing extra miles and emissions Companies 2024 by Newsweek,
powered by Statista
• Continued piloting electric vehicles in
our ABF Freight operations, adding a • Committed $1 m",1,NASDAQ_ARCB_2023
